"category","upc","brand","brand_filled","brand_source","pfx_brand_conf","pfx","product_descr","num_cartridges_f","nic_mg_per_ml_f","total_units","cum_unit_share","years"
"e-liquid (impute mL)","085830200506","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID P-L","1",NA,137,0.9997,"2018"
"e-liquid (impute mL)","085830200520","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID STMT","1",NA,136,0.9997,"2018"
"e-liquid (impute mL)","081068701797","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID DBL-ESPRSO","1",NA,133,0.9997,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","693728100022",NA,"VAPCIGS","prefix",1,"69372810","NBL-NCL E-CG","5",NA,133,0.9997,"2013;2014;2015;2016;2017"
"bare UPC (needs barcode lookup)","079357310108",NA,"IMPERIAL","prefix",1,"07935731",NA,NA,NA,132,0.9997,"2014;2016;2018;2019"
"e-liquid (impute mL)","061645399354","SQUARE","SQUARE","raw",1,"06164539","SQUARE LVP P-SN XL","1",NA,131,0.9997,"2021;2022"
"bare UPC (needs barcode lookup)","061772491329",NA,"SQUARE","prefix",1,"06177249",NA,NA,NA,131,0.9997,"2018;2019;2020"
"e-liquid (impute mL)","085003554362",NA,NA,"unknown",NA,"08500355","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINK SQUARES BOX 1 COUNT","1",NA,130,0.9997,"2023"
"e-liquid (impute mL)","061772451155","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID PE-SRS","1",NA,128,0.9997,"2018"
"e-liquid (impute mL)","085436100466","NE WHERE","NE WHERE","raw",1,"08543610","NE WHERE E-CG LIQUID WM MINT","1",NA,127,0.9997,"2018"
"e-liquid (impute mL)","079357320162","IMPERIAL","IMPERIAL","raw",1,"07935732","IMPRL HK E-CG JUNGLE JUICE","1",NA,126,0.9997,"2013;2014;2018;2019"
"e-liquid (impute mL)","061645399352","SQUARE","SQUARE","raw",1,"06164539","SQUARE LVP MOMMA MIA XL","1",NA,125,0.9997,"2021;2022"
"e-liquid (impute mL)","081102002211","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID B-O-M","1",NA,125,0.9997,"2018"
"e-liquid (impute mL)","088886130604","LEAP","LEAP","raw",1,"08888613","LEAP GO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MIXED BERRY BOX 1 COUNT","1",NA,124,0.9997,"2021;2022;2023"
"e-liquid (impute mL)","081102002392","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID B-P","1",NA,118,0.9997,"2018"
"bare UPC (needs barcode lookup)","079357305740",NA,NA,"unknown",NA,"07935730",NA,NA,NA,117,0.9998,"2018;2019"
"e-liquid (impute mL)","081009691191",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH PEAR JUICE HEAD BOX 1 COUNT","1",NA,117,0.9998,"2023"
"e-liquid (impute mL)","061772451140","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID MML","1",NA,116,0.9998,"2018"
"e-liquid (impute mL)","081102002174","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID SB-MG","1",NA,114,0.9998,"2018"
"bare UPC (needs barcode lookup)","088796900580",NA,"BLU","prefix",1,"08879690",NA,NA,NA,114,0.9998,"2018;2019"
"e-liquid (impute mL)","697184747275",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ALASKAN BLUEBERRY MINT MESH COIL BOX 1 COUNT","1",NA,114,0.9998,"2023"
"e-liquid (impute mL)","085193300304","BLAZE","BLAZE","raw",1,"08519330","BLAZE E-CG OGN OLS","1",NA,113,0.9998,"2013;2014;2015;2017"
"e-liquid (impute mL)","081068701799","NJOY","NJOY","raw",1,"08106870","NJOY E-CG LIQUID BTR-CRNCH","1",NA,112,0.9998,"2015;2016;2017;2018;2019"
"e-liquid (impute mL)","061737594343","SQUARE","SQUARE","raw",1,"06173759","SQUARE LVP ROYAL DAGGER XL","1",NA,111,0.9998,"2021;2022"
"e-liquid (impute mL)","081102002198","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID IM-RSH","1",NA,111,0.9998,"2018"
"e-liquid (impute mL)","075166716459","EZ CIG","EZ CIG","raw",0.954,"07516671","EZ CIG E-CG BC","1",NA,110,0.9998,"2013;2018;2019;2020;2021"
"bare UPC (needs barcode lookup)","081066902118",NA,NA,"unknown",NA,"08106690",NA,NA,NA,109,0.9998,"2015;2016"
"e-liquid (impute mL)","081102002189","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID NAZ 64","1",NA,108,0.9998,"2018;2019"
"e-liquid (impute mL)","061645399353","SQUARE","SQUARE","raw",1,"06164539","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN MAGIC MELON 1000 PUFFS BOX 1 COUNT","1",NA,106,0.9998,"2021;2022"
"e-liquid (impute mL)","081764101810","KRAVE","KRAVE","raw",0.999,"08176410","KRAVE E-CG MN","1",NA,106,0.9998,"2014;2015;2016;2017;2018"
"bare UPC (needs barcode lookup)","081066902111",NA,NA,"unknown",NA,"08106690",NA,NA,NA,104,0.9998,"2015;2016"
"bare UPC (needs barcode lookup)","081102002145",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,103,0.9998,"2018"
"e-liquid (impute mL)","081010830139",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR VELVET BOX 1 COUNT","1",NA,100,0.9998,"2023"
"e-liquid (impute mL)","085266255769",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,100,0.9998,"2020"
"bare UPC (needs barcode lookup)","085604000325",NA,"VICTORY","prefix",1,"08560400",NA,NA,NA,99,0.9998,"2017"
"bare UPC (needs barcode lookup)","081066902117",NA,NA,"unknown",NA,"08106690",NA,NA,NA,97,0.9998,"2015;2016"
"e-liquid (impute mL)","693764350215",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY RASPBERRY CHERRY BOX 1 COUNT","1",NA,97,0.9998,"2023"
"e-liquid (impute mL)","693764350228",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE CREAM BOX 1 COUNT","1",NA,97,0.9998,"2023"
"e-liquid (impute mL)","065436704336","CIGALECTRIC","CIGALECTRIC","raw",1,"06543670","CIGALECTRIC E-CGC MN","1",NA,96,0.9998,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","085267507268",NA,"E S","prefix",1,"08526750","ELCT CGRTT LIQUID POD","1",NA,96,0.9998,"2019;2020"
"bare UPC (needs barcode lookup)","081066902116",NA,NA,"unknown",NA,"08106690",NA,NA,NA,95,0.9998,"2015;2016;2017"
"bare UPC (needs barcode lookup)","079357323340",NA,"IMPERIAL","prefix",1,"07935732",NA,NA,NA,94,0.9998,"2018"
"bare UPC (needs barcode lookup)","081066902141",NA,NA,"unknown",NA,"08106690",NA,NA,NA,94,0.9998,"2015;2016"
"bare UPC (needs barcode lookup)","081102002113",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,94,0.9998,"2018;2019"
"e-liquid (impute mL)","084727700018","JASPER & JASPER","JASPER & JASPER","raw",0.679,"08472770","JJ-IMPLS E-CG TF","1",NA,94,0.9998,"2013;2014"
"e-liquid (impute mL)","081009691188",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO LYCHEE MANGO MESH COIL BOX 1 COUNT","1",NA,91,0.9998,"2023"
"e-liquid (impute mL)","085266255753",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,90,0.9998,"2020;2021"
"e-liquid (impute mL)","693764356879",NA,"IMIRACLE","prefix",1,"69376435","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON JOLLY CANDY ICE BOX 1 COUNT","1",NA,90,0.9998,"2023"
"e-liquid (impute mL)","085266255797",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,89,0.9998,"2020"
"e-liquid (impute mL)","081010830109",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO FLAVOR CLASSIC BOX 1 COUNT","1",NA,88,0.9998,"2023"
"bare UPC (needs barcode lookup)","081066902115",NA,NA,"unknown",NA,"08106690",NA,NA,NA,88,0.9998,"2015;2016;2017;2019"
"e-liquid (impute mL)","085830200517","NE WHERE","NE WHERE","raw",1,"08583020","NE WHERE E-CG LIQUID WM","1",NA,88,0.9998,"2018;2019"
"e-liquid (impute mL)","079357311754","IMPERIAL","IMPERIAL","raw",1,"07935731","IMPRL HK E-CG VANILLA","1",NA,85,0.9998,"2013;2018"
"bare UPC (needs barcode lookup)","081066902122",NA,NA,"unknown",NA,"08106690",NA,NA,NA,85,0.9998,"2015;2016"
"bare UPC (needs barcode lookup)","081102002136",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,85,0.9998,"2018"
"e-liquid (impute mL)","081102002168","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID S-P","1",NA,85,0.9999,"2018"
"hardware/device (exclude)","693764350227",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BLUEBERRY CHERRY BATTERY INDICATOR BOX 1 COUNT","1",NA,85,0.9999,"2023"
"bare UPC (needs barcode lookup)","081066902139",NA,NA,"unknown",NA,"08106690",NA,NA,NA,84,0.9999,"2015;2016;2017"
"e-liquid (impute mL)","693764350224",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRIES BOX 1 COUNT","1",NA,84,0.9999,"2023"
"e-liquid (impute mL)","061772451143","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID M-SLK","1",NA,82,0.9999,"2018"
"e-liquid (impute mL)","693764350217",NA,"IMIRACLE","prefix",1,"69376435","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COTTON CANDY BOX 1 COUNT","1",NA,82,0.9999,"2023"
"e-liquid (impute mL)","084872800344","J'ADORE FOR HER","J'ADORE FOR HER","raw",1,"08487280","JDR FH E-CG","1",NA,81,0.9999,"2018;2019"
"e-liquid (impute mL)","085143800756","JAK","JAK","raw",0.983,"08514380","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE STRAWBERRY BOX 1 COUNT","1",NA,81,0.9999,"2021;2022"
"e-liquid (impute mL)","671716977193",NA,"HYPPE","prefix",1,"67171697","HYPPE MAX AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIGHTY MINT OVER CHARGING PROTECTION BOX 1 COUNT","1",NA,80,0.9999,"2023"
"e-liquid (impute mL)","019383500511","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT","1",NA,79,0.9999,"2021"
"e-liquid (impute mL)","081962001769","SOUTH BEACH SMOKE","SOUTH BEACH SMOKE","raw",1,"08196200","STH-BS E-CG LIQUID MN","1",NA,77,0.9999,"2018;2019"
"bare UPC (needs barcode lookup)","081066902121",NA,NA,"unknown",NA,"08106690",NA,NA,NA,76,0.9999,"2015;2016;2017"
"e-liquid (impute mL)","081764101807","KRAVE","KRAVE","raw",0.999,"08176410","KRAVE E-CG TOB","1",NA,76,0.9999,"2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085371500500","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG CT","2",NA,76,0.9999,"2014;2015;2016;2017"
"e-liquid (impute mL)","081102002196","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID I-B","1",NA,74,0.9999,"2018"
"e-liquid (impute mL)","079357311751","IMPERIAL","IMPERIAL","raw",1,"07935731","IMPRL HK E-CG MINTY GRAPE","1",NA,73,0.9999,"2013;2014;2016;2018"
"e-liquid (impute mL)","085266255777",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,73,0.9999,"2020;2021"
"e-liquid (impute mL)","085266256444",NA,"PUFF","prefix",0.855,"08526625","PUFF PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GUAVA ICE BOX 1 COUNT","1",NA,73,0.9999,"2020;2021"
"e-liquid (impute mL)","085371500502","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG MN","2",NA,73,0.9999,"2014;2015;2016;2017"
"e-liquid (impute mL)","002145800004","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGC MN/ECC","1",NA,72,0.9999,"2018;2019;2020"
"bare UPC (needs barcode lookup)","079357305739",NA,NA,"unknown",NA,"07935730",NA,NA,NA,72,0.9999,"2014;2018;2019"
"e-liquid (impute mL)","065436770660","CIGALECTRIC","CIGALECTRIC","raw",1,"06543677","CIGALECTRIC E-CGC REGULAR OL-V","1",NA,70,0.9999,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085266255745",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,70,0.9999,"2020"
"e-liquid (impute mL)","061645399351","SQUARE","SQUARE","raw",1,"06164539","SQUARE LVP MALIBU SILK XL","1",NA,68,0.9999,"2021;2022"
"bare UPC (needs barcode lookup)","079357311750",NA,"IMPERIAL","prefix",1,"07935731",NA,NA,NA,68,0.9999,"2014;2018"
"bare UPC (needs barcode lookup)","081066902120",NA,NA,"unknown",NA,"08106690",NA,NA,NA,68,0.9999,"2015;2016;2017"
"e-liquid (impute mL)","085962600290","FINITI","FINITI","raw",1,"08596260","FIN E-CG","1",NA,68,0.9999,"2013"
"e-liquid (impute mL)","081076702014","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID PLUM","1",NA,65,0.9999,"2018;2019"
"bare UPC (needs barcode lookup)","081102002246",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,65,0.9999,"2018;2019;2020"
"e-liquid (impute mL)","081962001942","SOUTH BEACH SMOKE","SOUTH BEACH SMOKE","raw",1,"08196200","STH-BS E-CG LIQUID MN","1",NA,65,0.9999,"2018;2019"
"e-liquid (impute mL)","084920501487","VUSE","VUSE","raw",1,"08492050","VUSE VIBE SMOKING ALTERNATIVE PRODUCT MENTHOL 1 COUNT","1",NA,64,0.9999,"2021;2022"
"e-liquid (impute mL)","081102002216","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID 3D GRAPE","1",NA,62,0.9999,"2018"
"e-liquid (impute mL)","085266256484",NA,"PUFF","prefix",0.855,"08526625","HYPPE BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPE SODA BOX 1 COUNT","1",NA,60,0.9999,"2021"
"e-liquid (impute mL)","081102002191","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID K-ST","1",NA,59,0.9999,"2018"
"e-liquid (impute mL)","085266255789",NA,"PUFF","prefix",0.855,"08526625","ELCT CGRTT LIQUID POD","1",NA,59,0.9999,"2020"
"e-liquid (impute mL)","036586039515","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CGAC STRAWBERRY","3",NA,57,0.9999,"2013;2014"
"bare UPC (needs barcode lookup)","081066902138",NA,NA,"unknown",NA,"08106690",NA,NA,NA,55,0.9999,"2015;2016;2017"
"e-liquid (impute mL)","085371500501","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG BOLD TOB","2",NA,55,0.9999,"2014;2015;2016;2017"
"e-liquid (impute mL)","062784346466","EAGLEENERGY","EAGLEENERGY","raw",1,"06278434","EAGLE.ENERGY SMOKING ALTERNATIVE PRODUCT STICK CAFFEINE 1 COUNT","1",NA,54,0.9999,"2021;2022;2023"
"e-liquid (impute mL)","081010749467",NA,NA,"unknown",NA,"08101074","ESCO BARS RIPE COLLECTION SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI DRAGON BERRY ICE MESH BOX 1 COUNT","1",NA,54,0.9999,"2023"
"bare UPC (needs barcode lookup)","081066902140",NA,NA,"unknown",NA,"08106690",NA,NA,NA,54,0.9999,"2015;2016;2017"
"e-liquid (impute mL)","081076702017","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID KIWI","1",NA,53,0.9999,"2018;2019"
"e-liquid (impute mL)","085641900305","PROGRESSIGS","PROGRESSIGS","raw",1,"08564190","PROGRESSIGS E-CG MN","1",NA,53,0.9999,"2014;2015;2016"
"bare UPC (needs barcode lookup)","079357323334",NA,"IMPERIAL","prefix",1,"07935732",NA,NA,NA,51,0.9999,"2014;2016;2018"
"e-liquid (impute mL)","036586038509","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG GRAPE","1",NA,49,0.9999,"2013;2014"
"e-liquid (impute mL)","065436770661","CIGALECTRIC","CIGALECTRIC","raw",1,"06543677","CIGALECTRIC E-CGC MN OL-V","1",NA,49,0.9999,"2013;2014;2015;2016;2021"
"e-liquid (impute mL)","085410000336","BLU","BLU","raw",0.999,"08541000","BL-EGS E-CGCM VV 5P","50",NA,49,0.9999,"2014;2015;2016"
"e-liquid (impute mL)","085965400222","BLU","BLU","raw",1,"08596540","BL-EGS E-CGCM C-C RFL","5",NA,49,0.9999,"2014;2015;2016"
"e-liquid (impute mL)","036586038512","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG MANGO","1",NA,47,0.9999,"2013;2014"
"bare UPC (needs barcode lookup)","079357310107",NA,"IMPERIAL","prefix",1,"07935731",NA,NA,NA,47,0.9999,"2014;2018"
"bare UPC (needs barcode lookup)","079357323338",NA,"IMPERIAL","prefix",1,"07935732",NA,NA,NA,47,0.9999,"2018"
"e-liquid (impute mL)","084005680159","NUX","NUX","raw",1,"08400568","NU-X NUTRA SMOKING ALTERNATIVE PRODUCT LIQUID ENERGY CAFFENINE 200 PLUS PUFFS BOX 1 COUNT","1",NA,47,0.9999,"2021;2022;2023"
"e-liquid (impute mL)","002590017506","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CG TF","1",NA,45,0.9999,"2013;2014;2015;2016"
"e-liquid (impute mL)","084005680156","NUX","NUX","raw",1,"08400568","NU-X NUTRA SMOKING ALTERNATIVE PRODUCT LIQUID ENERGY CAFFENINE 200 PLUS PUFFS BOX 1 COUNT","1",NA,45,0.9999,"2021;2022"
"e-liquid (impute mL)","085641900308","PROGRESSIGS","PROGRESSIGS","raw",1,"08564190","PROGRESSIGS E-CG VANILLA","1",NA,43,0.9999,"2014;2015;2016"
"e-liquid (impute mL)","036586038336","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VAPIN PLUS LVP","1",NA,41,0.9999,"2021;2022;2023"
"e-liquid (impute mL)","061772491345","SQUARE","SQUARE","raw",1,"06177249","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN OLD SCHOOL TABAC 1000 PUFFS BOX 1 COUNT","1",NA,41,0.9999,"2021"
"e-liquid (impute mL)","084727700034","XPLORER","XPLORER","raw",0.679,"08472770","XPLORER E-CG TF","1",NA,41,0.9999,"2013;2014;2015"
"e-liquid (impute mL)","081323902444","SPACE JAM","SPACE JAM","raw",1,"08132390","SPC JM-KGT ECCVPR","2",NA,40,0.9999,"2018;2019"
"e-liquid (impute mL)","036586038340","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CG","1",NA,39,0.9999,"2014;2018;2019"
"e-liquid (impute mL)","036586038506","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG CHERRY","1",NA,39,0.9999,"2013;2014;2018"
"bare UPC (needs barcode lookup)","071375793315",NA,NA,"unknown",NA,"07137579",NA,NA,NA,37,0.9999,"2014;2015"
"e-liquid (impute mL)","085399000323","CLAYTON","CLAYTON","raw",1,"08539900","CLAYTON E-CG","1",NA,37,0.9999,"2015;2018"
"e-liquid (impute mL)","081068701379","NJOY","NJOY","raw",1,"08106870","NJOY NPRO E-CG MINI","1",NA,36,0.9999,"2013;2014"
"e-liquid (impute mL)","085641900302","PROGRESSIGS","PROGRESSIGS","raw",1,"08564190","PROGRESSIGS E-CG TOB","1",NA,36,0.9999,"2014;2015;2016"
"e-liquid (impute mL)","085410000348","QUIK E-CIG","QUIK E-CIG","raw",0.999,"08541000","QUIK E-CIG E-CG TOB","1",NA,35,0.9999,"2013;2014;2015"
"e-liquid (impute mL)","085641900300","PROGRESSIGS","PROGRESSIGS","raw",1,"08564190","PROGRESSIGS E-CG TOB","1",NA,35,1,"2014;2015;2016"
"e-liquid (impute mL)","003095507662","LOGIC","LOGIC","raw",1,"00309550","LOGIC E-CG TOB","1",NA,34,1,"2013;2014;2015"
"e-liquid (impute mL)","081536802011","NJOY","NJOY","raw",1,"08153680","NJOY E-CG TROPICAL TWIST","1",NA,34,1,"2021;2022;2023"
"bare UPC (needs barcode lookup)","085433800492",NA,NA,"unknown",NA,"08543380",NA,NA,NA,34,1,"2018"
"e-liquid (impute mL)","081076702018","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID CREAM","1",NA,33,1,"2018;2019"
"e-liquid (impute mL)","036586038500","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG APPLE","1",NA,32,1,"2013;2014;2015;2019"
"e-liquid (impute mL)","085371500503","BLAC LABEL","BLAC LABEL","raw",1,"08537150","BLAC LABEL E-CG LIGHT VANILLA","2",NA,32,1,"2015;2016;2017"
"e-liquid (impute mL)","081076702029","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID SB CHSCK","1",NA,31,1,"2018;2019"
"e-liquid (impute mL)","697184747284",NA,"JUICY BAR","prefix",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MICHIGAN CHERRY ICE MESH COIL BOX 1 COUNT","1",NA,31,1,"2023"
"e-liquid (impute mL)","019383500754","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MINT CANISTER 1 COUNT","1",NA,30,1,"2021"
"e-liquid (impute mL)","036586038503","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG BLUEBERRY","1",NA,30,1,"2013;2014;2015"
"e-liquid (impute mL)","085607300367","JAK","JAK","raw",1,"08560730","JAK E-CG MN","2",NA,30,1,"2018;2021"
"e-liquid (impute mL)","078413191783","GLAMEE","GLAMEE","raw",1,"07841319","GLAMEE NOVA SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI BLUEBERRY ICE BOX 1 COUNT","1",NA,28,1,"2021"
"e-liquid (impute mL)","085267507270",NA,"E S","prefix",1,"08526750","ELCT CGRTT LIQUID POD","1",NA,28,1,"2019;2020"
"e-liquid (impute mL)","036586038515","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CG STRAWBERRY","1",NA,27,1,"2013;2014;2015"
"e-liquid (impute mL)","036586039509","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CGAC GRAPE","3",NA,27,1,"2013;2014"
"e-liquid (impute mL)","081102002461","IMPERIAL","IMPERIAL","raw",1,"08110200","IMP-SMOKE EVC CLMR","1",NA,25,1,"2018;2019"
"e-liquid (impute mL)","085308600486","CRISS-CROSS","CRISS-CROSS","raw",1,"08530860","CRISS-CROSS E-CG MN","1",NA,25,1,"2014"
"bare UPC (needs barcode lookup)","081342001159",NA,"KRAVE","prefix",1,"08134200",NA,NA,NA,24,1,"2014;2015;2016"
"e-liquid (impute mL)","079408027633","E-SMOKES","E-SMOKES","raw",1,"07940802","E-SMOKES E-CG MINT RFL","1",NA,23,1,"2013"
"e-liquid (impute mL)","081076702012","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID PINEAPPLE","1",NA,23,1,"2018;2019"
"e-liquid (impute mL)","084043916500","RIP TIDE RIPSTICK","RIP TIDE RIPSTICK","raw",0.999,"08404391","ELCT CGRTT LIQUID POD","1",NA,23,1,"2019;2020;2021;2022"
"e-liquid (impute mL)","081505802007","LOGIC","LOGIC","raw",1,"08150580","LOGIC POWER E-CGC VANILLA","3",NA,22,1,"2018"
"hardware/device (exclude)","081991301551","JUUL","JUUL","raw",1,"08199130","ELCT VAPOR DEVICE","1",NA,22,1,"2019"
"e-liquid (impute mL)","084866604113","FINITI","FINITI","raw",1,"08486660","FIN ECGVT VANILLA","1",NA,22,1,"2016;2017;2018"
"e-liquid (impute mL)","081342001429","KRAVE","KRAVE","raw",1,"08134200","KRAVE E-CG OGN","1",NA,21,1,"2013;2019"
"e-liquid (impute mL)","081505802288","LOGIC","LOGIC","raw",1,"08150580","LOGIC POWER SMOKING ALTERNATIVE PRODUCT TOBACCO BOX 1 COUNT","1",NA,21,1,"2021;2022"
"e-liquid (impute mL)","085143800757","JAK","JAK","raw",0.983,"08514380","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE WILD BERRY BOX 1 COUNT","1",NA,21,1,"2021;2022"
"e-liquid (impute mL)","019383500501","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT CRANBERRY GRAPE 1 COUNT","1",NA,20,1,"2021"
"e-liquid (impute mL)","073621191069","SQUARE","SQUARE","raw",1,"07362119","SQ E-CG VO","1",NA,19,1,"2013;2019;2021;2022"
"e-liquid (impute mL)","019383500513","SHENZHEN GOLDREAMS TECHNOLOGY","SHENZHEN GOLDREAMS TECHNOLOGY","raw",1,"01938350","AIR BAR MAX SMOKING ALTERNATIVE PRODUCT BANANA SHAKE 1 COUNT","1",NA,18,1,"2021;2022"
"e-liquid (impute mL)","075166712763","EZ CIG","EZ CIG","raw",0.954,"07516671","EZ CIG E-CG MN","1",NA,18,1,"2013;2014;2018"
"e-liquid (impute mL)","081076702013","MILLENNIUM","MILLENNIUM","raw",0.992,"08107670","MLNM E-CG LIQUID WM","1",NA,18,1,"2018"
"e-liquid (impute mL)","036586039503","FLAVORED MIST","FLAVORED MIST","raw",0.949,"03658603","F-M E-CGAC BLUEBERRY","3",NA,17,1,"2013;2014"
"e-liquid (impute mL)","075166717399","VOODOO","VOODOO","raw",0.954,"07516671","VOODOO E-HOOKAH E-CG S-S","1",NA,17,1,"2015;2018"
